order_id,product_id,quantity ,,,,,,,,,,,,
tx-1008,1960,6,,,,,,,,,,,,
tx-1008,1472,3,,,,,,,,,,,,
tx-1008,2039,7,,,,,,,,,,,,
tx-1008,2662,1,,,,,,,,,,,,
tx-1008,1850,6,,,,,,,,,,,,
tx-1008,2958,2,,,,,,,,,,,,
tx-1009,178,9,,,,,,,,,,,,
tx-1009,2111,3,,,,,,,,,,,,
tx-1009,1482,2,,,,,,,,,,,,
tx-1009,1899,9,,,,,,,,,,,,
tx-1009,2044,5,,,,,,,,,,,,
tx-1009,1038,6,,,,,,,,,,,,
tx-1009,1821,9,,,,,,,,,,,,
tx-1009,618,6,,,,,,,,,,,,
tx-1009,2212,7,,,,,,,,,,,,
tx-1009,753,2,,,,,,,,,,,,
tx-1010,1439,3,,,,,,,,,,,,
tx-1010,1663,8,,,,,,,,,,,,
tx-1010,2671,5,,,,,,,,,,,,
tx-1010,511,6,,,,,,,,,,,,
tx-1010,2237,5,,,,,,,,,,,,
tx-1010,995,8,,,,,,,,,,,,
tx-1010,2750,7,,,,,,,,,,,,
tx-1010,1760,3,,,,,,,,,,,,
tx-1010,99,3,,,,,,,,,,,,
tx-1010,2104,8,,,,,,,,,,,,
tx-1011,14,5,,,,,,,,,,,,
tx-1011,1077,2,,,,,,,,,,,,
tx-1011,1472,2,,,,,,,,,,,,
tx-1011,249,2,,,,,,,,,,,,
tx-1011,914,8,,,,,,,,,,,,
tx-1011,2896,3,,,,,,,,,,,,
tx-1011,2492,3,,,,,,,,,,,,
tx-1011,1761,2,,,,,,,,,,,,
tx-1011,1104,2,,,,,,,,,,,,
tx-1011,1562,1,,,,,,,,,,,,
tx-1012,2446,6,,,,,,,,,,,,
tx-1012,1166,5,,,,,,,,,,,,
tx-1012,1802,5,,,,,,,,,,,,
tx-1012,705,6,,,,,,,,,,,,
tx-1012,1909,6,,,,,,,,,,,,
tx-1012,1693,2,,,,,,,,,,,,
tx-1012,2262,7,,,,,,,,,,,,
tx-1012,1663,5,,,,,,,,,,,,
tx-1012,88,6,,,,,,,,,,,,
tx-1012,2742,3,,,,,,,,,,,,
tx-1013,836,4,,,,,,,,,,,,
tx-1013,526,3,,,,,,,,,,,,
tx-1013,1898,9,,,,,,,,,,,,
tx-1013,852,8,,,,,,,,,,,,
tx-1013,1565,4,,,,,,,,,,,,
tx-1013,1571,2,,,,,,,,,,,,
tx-1013,10,9,,,,,,,,,,,,
tx-1013,1341,7,,,,,,,,,,,,
tx-1013,2102,9,,,,,,,,,,,,
tx-1013,1544,9,,,,,,,,,,,,
tx-1014,361,8,,,,,,,,,,,,
tx-1014,1867,7,,,,,,,,,,,,
tx-1014,2473,3,,,,,,,,,,,,
tx-1014,659,2,,,,,,,,,,,,
tx-1014,756,3,,,,,,,,,,,,
tx-1014,1394,1,,,,,,,,,,,,
tx-1014,351,4,,,,,,,,,,,,
tx-1014,2104,4,,,,,,,,,,,,
tx-1014,1648,9,,,,,,,,,,,,
tx-1014,390,4,,,,,,,,,,,,
tx-1015,2533,1,,,,,,,,,,,,
tx-1015,815,4,,,,,,,,,,,,
tx-1015,2297,9,,,,,,,,,,,,
tx-1015,456,8,,,,,,,,,,,,
tx-1015,975,8,,,,,,,,,,,,
tx-1015,1744,3,,,,,,,,,,,,
tx-1015,925,6,,,,,,,,,,,,
tx-1015,272,4,,,,,,,,,,,,
tx-1015,1118,1,,,,,,,,,,,,
tx-1015,2351,3,,,,,,,,,,,,
tx-1016,1862,4,,,,,,,,,,,,
tx-1016,2529,1,,,,,,,,,,,,
tx-1016,588,2,,,,,,,,,,,,
tx-1016,1021,5,,,,,,,,,,,,
tx-1016,863,8,,,,,,,,,,,,
tx-1016,1190,2,,,,,,,,,,,,
tx-1016,2373,9,,,,,,,,,,,,
tx-1016,2269,3,,,,,,,,,,,,
tx-1016,1692,4,,,,,,,,,,,,
tx-1016,1729,8,,,,,,,,,,,,
tx-1017,1928,7,,,,,,,,,,,,
tx-1017,1928,9,,,,,,,,,,,,
tx-1017,313,4,,,,,,,,,,,,
tx-1017,1439,5,,,,,,,,,,,,
tx-1017,2577,3,,,,,,,,,,,,
tx-1017,682,2,,,,,,,,,,,,
tx-1017,2938,6,,,,,,,,,,,,
tx-1017,878,5,,,,,,,,,,,,
tx-1017,1547,1,,,,,,,,,,,,
tx-1017,1190,8,,,,,,,,,,,,
tx-1018,331,1,,,,,,,,,,,,
tx-1018,260,4,,,,,,,,,,,,
tx-1018,1019,2,,,,,,,,,,,,
tx-1018,2593,7,,,,,,,,,,,,
tx-1018,1528,1,,,,,,,,,,,,
tx-1018,136,9,,,,,,,,,,,,
tx-1018,2934,9,,,,,,,,,,,,
tx-1018,1284,1,,,,,,,,,,,,
tx-1018,2576,9,,,,,,,,,,,,
tx-1018,1991,6,,,,,,,,,,,,
tx-1019,1719,9,,,,,,,,,,,,
tx-1019,2179,5,,,,,,,,,,,,
tx-1019,193,7,,,,,,,,,,,,
tx-1019,2907,7,,,,,,,,,,,,
tx-1019,234,6,,,,,,,,,,,,
tx-1019,78,3,,,,,,,,,,,,
tx-1019,258,6,,,,,,,,,,,,
tx-1019,1264,6,,,,,,,,,,,,
tx-1019,1531,5,,,,,,,,,,,,
tx-1019,1412,1,,,,,,,,,,,,
tx-1020,1886,4,,,,,,,,,,,,
tx-1020,592,2,,,,,,,,,,,,
tx-1020,62,3,,,,,,,,,,,,
tx-1020,2404,8,,,,,,,,,,,,
tx-1020,2722,8,,,,,,,,,,,,
tx-1020,343,1,,,,,,,,,,,,
tx-1020,2131,2,,,,,,,,,,,,
tx-1020,1895,2,,,,,,,,,,,,
tx-1020,427,2,,,,,,,,,,,,
tx-1020,1727,4,,,,,,,,,,,,
tx-1021,106,9,,,,,,,,,,,,
tx-1021,406,2,,,,,,,,,,,,
tx-1021,1717,1,,,,,,,,,,,,
tx-1021,921,8,,,,,,,,,,,,
tx-1021,1447,8,,,,,,,,,,,,
tx-1021,966,8,,,,,,,,,,,,
tx-1021,1640,1,,,,,,,,,,,,
tx-1021,2281,7,,,,,,,,,,,,
tx-1021,940,9,,,,,,,,,,,,
tx-1021,314,6,,,,,,,,,,,,
tx-1022,2182,8,,,,,,,,,,,,
tx-1022,2152,1,,,,,,,,,,,,
tx-1022,913,5,,,,,,,,,,,,
tx-1022,313,8,,,,,,,,,,,,
tx-1022,611,7,,,,,,,,,,,,
tx-1022,395,4,,,,,,,,,,,,
tx-1022,2534,7,,,,,,,,,,,,
tx-1022,2957,6,,,,,,,,,,,,
tx-1022,1263,7,,,,,,,,,,,,
tx-1022,1679,6,,,,,,,,,,,,
tx-1023,2850,1,,,,,,,,,,,,
tx-1023,584,8,,,,,,,,,,,,
tx-1023,1838,2,,,,,,,,,,,,
tx-1023,2075,8,,,,,,,,,,,,
tx-1023,2556,1,,,,,,,,,,,,
tx-1023,1107,3,,,,,,,,,,,,
tx-1023,2874,6,,,,,,,,,,,,
tx-1023,962,7,,,,,,,,,,,,
tx-1023,2471,9,,,,,,,,,,,,
tx-1023,2421,8,,,,,,,,,,,,
tx-1024,2825,3,,,,,,,,,,,,
tx-1024,2365,9,,,,,,,,,,,,
tx-1024,1636,3,,,,,,,,,,,,
tx-1024,872,8,,,,,,,,,,,,
tx-1024,1699,7,,,,,,,,,,,,
tx-1024,2601,9,,,,,,,,,,,,
tx-1024,1219,6,,,,,,,,,,,,
tx-1024,2422,4,,,,,,,,,,,,
tx-1024,338,9,,,,,,,,,,,,
tx-1024,2730,3,,,,,,,,,,,,
tx-1025,1516,5,,,,,,,,,,,,
tx-1025,2124,6,,,,,,,,,,,,
tx-1025,2344,1,,,,,,,,,,,,
tx-1025,12,9,,,,,,,,,,,,
tx-1025,1474,2,,,,,,,,,,,,
tx-1025,681,6,,,,,,,,,,,,
tx-1025,2102,8,,,,,,,,,,,,
tx-1025,1484,3,,,,,,,,,,,,
tx-1025,2976,7,,,,,,,,,,,,
tx-1025,822,2,,,,,,,,,,,,
tx-1026,1209,3,,,,,,,,,,,,
tx-1026,1647,7,,,,,,,,,,,,
tx-1026,332,4,,,,,,,,,,,,
tx-1026,2308,5,,,,,,,,,,,,
tx-1026,254,3,,,,,,,,,,,,
tx-1026,2972,5,,,,,,,,,,,,
tx-1026,1223,6,,,,,,,,,,,,
tx-1026,2903,7,,,,,,,,,,,,
tx-1026,2203,4,,,,,,,,,,,,
tx-1026,1707,5,,,,,,,,,,,,
tx-1027,1377,6,,,,,,,,,,,,
tx-1027,1456,9,,,,,,,,,,,,
tx-1027,1974,6,,,,,,,,,,,,
tx-1027,1778,8,,,,,,,,,,,,
tx-1027,233,5,,,,,,,,,,,,
tx-1027,1782,3,,,,,,,,,,,,
tx-1027,672,2,,,,,,,,,,,,
tx-1027,1502,4,,,,,,,,,,,,
tx-1027,941,8,,,,,,,,,,,,
tx-1027,612,6,,,,,,,,,,,,
tx-1028,1527,6,,,,,,,,,,,,
tx-1028,2957,3,,,,,,,,,,,,
tx-1028,1113,6,,,,,,,,,,,,
tx-1028,467,1,,,,,,,,,,,,
tx-1028,2964,4,,,,,,,,,,,,
tx-1028,1583,9,,,,,,,,,,,,
tx-1028,1124,2,,,,,,,,,,,,
tx-1028,2459,4,,,,,,,,,,,,
tx-1028,874,7,,,,,,,,,,,,
tx-1028,942,8,,,,,,,,,,,,
tx-1029,2157,6,,,,,,,,,,,,
tx-1029,177,3,,,,,,,,,,,,
tx-1029,1859,8,,,,,,,,,,,,
tx-1029,2931,3,,,,,,,,,,,,
tx-1029,81,3,,,,,,,,,,,,
tx-1029,1807,6,,,,,,,,,,,,
tx-1029,2347,5,,,,,,,,,,,,
tx-1029,484,6,,,,,,,,,,,,
tx-1029,2444,6,,,,,,,,,,,,
tx-1029,817,5,,,,,,,,,,,,
tx-1030,2563,1,,,,,,,,,,,,
tx-1030,1157,8,,,,,,,,,,,,
tx-1030,1338,9,,,,,,,,,,,,
tx-1030,2607,9,,,,,,,,,,,,
tx-1030,1348,9,,,,,,,,,,,,
tx-1030,1146,2,,,,,,,,,,,,
tx-1030,1229,5,,,,,,,,,,,,
tx-1030,1297,6,,,,,,,,,,,,
tx-1030,1961,6,,,,,,,,,,,,
tx-1030,2120,7,,,,,,,,,,,,
tx-1031,1872,1,,,,,,,,,,,,
tx-1031,660,2,,,,,,,,,,,,
tx-1031,470,8,,,,,,,,,,,,
tx-1031,185,5,,,,,,,,,,,,
tx-1031,558,7,,,,,,,,,,,,
tx-1031,1509,6,,,,,,,,,,,,
tx-1031,2148,5,,,,,,,,,,,,
tx-1031,761,6,,,,,,,,,,,,
tx-1031,667,5,,,,,,,,,,,,
tx-1031,2617,9,,,,,,,,,,,,
tx-1032,817,8,,,,,,,,,,,,
tx-1032,2039,6,,,,,,,,,,,,
tx-1032,1306,3,,,,,,,,,,,,
tx-1032,1922,2,,,,,,,,,,,,
tx-1032,1968,3,,,,,,,,,,,,
tx-1032,2401,6,,,,,,,,,,,,
tx-1032,1577,9,,,,,,,,,,,,
tx-1032,1863,9,,,,,,,,,,,,
tx-1032,1487,9,,,,,,,,,,,,
tx-1032,2810,1,,,,,,,,,,,,
tx-1033,2849,3,,,,,,,,,,,,
tx-1033,2064,1,,,,,,,,,,,,
tx-1033,2604,1,,,,,,,,,,,,
tx-1033,974,3,,,,,,,,,,,,
tx-1033,580,8,,,,,,,,,,,,
tx-1033,420,7,,,,,,,,,,,,
tx-1033,2409,8,,,,,,,,,,,,
tx-1033,1314,8,,,,,,,,,,,,
tx-1033,1148,5,,,,,,,,,,,,
tx-1033,2623,2,,,,,,,,,,,,
tx-1034,1012,8,,,,,,,,,,,,
tx-1034,2566,1,,,,,,,,,,,,
tx-1034,2293,1,,,,,,,,,,,,
tx-1034,267,9,,,,,,,,,,,,
tx-1034,2864,1,,,,,,,,,,,,
tx-1034,1615,5,,,,,,,,,,,,
tx-1034,1680,5,,,,,,,,,,,,
tx-1034,1162,7,,,,,,,,,,,,
tx-1034,2568,7,,,,,,,,,,,,
tx-1034,2930,9,,,,,,,,,,,,
tx-1035,1865,9,,,,,,,,,,,,
tx-1035,2750,9,,,,,,,,,,,,
tx-1035,2613,3,,,,,,,,,,,,
tx-1035,728,5,,,,,,,,,,,,
tx-1035,959,3,,,,,,,,,,,,
tx-1035,1398,2,,,,,,,,,,,,
tx-1035,1555,9,,,,,,,,,,,,
tx-1035,1833,1,,,,,,,,,,,,
tx-1035,1132,3,,,,,,,,,,,,
tx-1035,2353,3,,,,,,,,,,,,
tx-1036,943,4,,,,,,,,,,,,
tx-1036,1226,5,,,,,,,,,,,,
tx-1036,213,3,,,,,,,,,,,,
tx-1036,1517,7,,,,,,,,,,,,
tx-1036,1344,7,,,,,,,,,,,,
tx-1036,37,4,,,,,,,,,,,,
tx-1036,2212,9,,,,,,,,,,,,
tx-1036,2029,8,,,,,,,,,,,,
tx-1036,74,1,,,,,,,,,,,,
tx-1036,113,9,,,,,,,,,,,,
tx-1037,885,2,,,,,,,,,,,,
tx-1037,807,2,,,,,,,,,,,,
tx-1037,1549,9,,,,,,,,,,,,
tx-1037,874,4,,,,,,,,,,,,
tx-1037,807,8,,,,,,,,,,,,
tx-1037,399,3,,,,,,,,,,,,
tx-1037,1261,1,,,,,,,,,,,,
tx-1037,2217,8,,,,,,,,,,,,
tx-1037,574,9,,,,,,,,,,,,
tx-1037,2796,2,,,,,,,,,,,,
tx-1038,1540,8,,,,,,,,,,,,
tx-1038,12,3,,,,,,,,,,,,
tx-1038,377,1,,,,,,,,,,,,
tx-1038,623,2,,,,,,,,,,,,
tx-1038,2625,8,,,,,,,,,,,,
tx-1038,2587,1,,,,,,,,,,,,
tx-1038,149,4,,,,,,,,,,,,
tx-1038,527,7,,,,,,,,,,,,
tx-1038,2818,7,,,,,,,,,,,,
tx-1038,1511,5,,,,,,,,,,,,
tx-1039,1986,2,,,,,,,,,,,,
tx-1039,1951,4,,,,,,,,,,,,
tx-1039,693,1,,,,,,,,,,,,
tx-1039,2159,3,,,,,,,,,,,,
tx-1039,273,7,,,,,,,,,,,,
tx-1039,1763,8,,,,,,,,,,,,
tx-1039,375,4,,,,,,,,,,,,
tx-1039,2954,6,,,,,,,,,,,,
tx-1039,2457,7,,,,,,,,,,,,
tx-1039,30,1,,,,,,,,,,,,
tx-1040,2255,9,,,,,,,,,,,,
tx-1040,1677,8,,,,,,,,,,,,
tx-1040,354,7,,,,,,,,,,,,
tx-1040,548,2,,,,,,,,,,,,
tx-1040,1448,7,,,,,,,,,,,,
tx-1040,1277,1,,,,,,,,,,,,
tx-1040,2630,4,,,,,,,,,,,,
tx-1040,1323,8,,,,,,,,,,,,
tx-1040,2870,6,,,,,,,,,,,,
tx-1040,2131,7,,,,,,,,,,,,
tx-1041,1949,1,,,,,,,,,,,,
tx-1041,399,4,,,,,,,,,,,,
tx-1041,1301,6,,,,,,,,,,,,
tx-1041,2974,4,,,,,,,,,,,,
tx-1041,2772,5,,,,,,,,,,,,
tx-1041,2494,3,,,,,,,,,,,,
tx-1041,1859,2,,,,,,,,,,,,
tx-1041,2897,7,,,,,,,,,,,,
tx-1041,761,4,,,,,,,,,,,,
tx-1041,912,7,,,,,,,,,,,,
tx-1042,966,5,,,,,,,,,,,,
tx-1042,572,7,,,,,,,,,,,,
tx-1042,2452,9,,,,,,,,,,,,
tx-1042,2737,6,,,,,,,,,,,,
tx-1042,115,9,,,,,,,,,,,,
tx-1042,1499,7,,,,,,,,,,,,
tx-1042,928,3,,,,,,,,,,,,
tx-1042,268,8,,,,,,,,,,,,
tx-1042,930,1,,,,,,,,,,,,
tx-1042,866,1,,,,,,,,,,,,
tx-1043,39,4,,,,,,,,,,,,
tx-1043,2660,5,,,,,,,,,,,,
tx-1043,357,2,,,,,,,,,,,,
tx-1043,1637,1,,,,,,,,,,,,
tx-1043,1192,3,,,,,,,,,,,,
tx-1043,834,2,,,,,,,,,,,,
tx-1043,1091,6,,,,,,,,,,,,
tx-1043,1355,7,,,,,,,,,,,,
tx-1043,220,3,,,,,,,,,,,,
tx-1043,493,4,,,,,,,,,,,,
tx-1044,2343,2,,,,,,,,,,,,
tx-1044,1263,8,,,,,,,,,,,,
tx-1044,782,7,,,,,,,,,,,,
tx-1044,57,1,,,,,,,,,,,,
tx-1044,2528,9,,,,,,,,,,,,
tx-1044,2376,2,,,,,,,,,,,,
tx-1044,2249,7,,,,,,,,,,,,
tx-1044,1819,3,,,,,,,,,,,,
tx-1044,2511,9,,,,,,,,,,,,
tx-1044,579,5,,,,,,,,,,,,
tx-1045,2655,5,,,,,,,,,,,,
tx-1045,2762,5,,,,,,,,,,,,
tx-1045,1354,8,,,,,,,,,,,,
tx-1045,2373,1,,,,,,,,,,,,
tx-1045,59,6,,,,,,,,,,,,
tx-1045,2248,6,,,,,,,,,,,,
tx-1045,83,8,,,,,,,,,,,,
tx-1045,334,7,,,,,,,,,,,,
tx-1045,2221,7,,,,,,,,,,,,
tx-1045,1557,7,,,,,,,,,,,,
tx-1046,411,2,,,,,,,,,,,,
tx-1046,2593,4,,,,,,,,,,,,
tx-1046,2563,7,,,,,,,,,,,,
tx-1046,2363,2,,,,,,,,,,,,
tx-1046,345,2,,,,,,,,,,,,
tx-1046,1456,4,,,,,,,,,,,,
tx-1046,1364,3,,,,,,,,,,,,
tx-1046,282,8,,,,,,,,,,,,
tx-1046,2753,5,,,,,,,,,,,,
tx-1046,2931,5,,,,,,,,,,,,
tx-1047,2633,5,,,,,,,,,,,,
tx-1047,2619,9,,,,,,,,,,,,
tx-1047,2371,6,,,,,,,,,,,,
tx-1047,1193,2,,,,,,,,,,,,
tx-1047,2073,6,,,,,,,,,,,,
tx-1047,1409,5,,,,,,,,,,,,
tx-1047,763,7,,,,,,,,,,,,
tx-1047,1067,6,,,,,,,,,,,,
tx-1047,2558,6,,,,,,,,,,,,
tx-1047,530,4,,,,,,,,,,,,
tx-1048,2212,7,,,,,,,,,,,,
tx-1048,1210,7,,,,,,,,,,,,
tx-1048,2021,3,,,,,,,,,,,,
tx-1048,1843,6,,,,,,,,,,,,
tx-1048,2194,6,,,,,,,,,,,,
tx-1048,501,6,,,,,,,,,,,,
tx-1048,1920,6,,,,,,,,,,,,
tx-1048,2343,5,,,,,,,,,,,,
tx-1048,1194,1,,,,,,,,,,,,
tx-1048,1259,6,,,,,,,,,,,,
tx-1049,17,3,,,,,,,,,,,,
tx-1049,2165,8,,,,,,,,,,,,
tx-1049,622,2,,,,,,,,,,,,
tx-1049,1163,1,,,,,,,,,,,,
tx-1049,867,7,,,,,,,,,,,,
tx-1049,596,9,,,,,,,,,,,,
tx-1049,397,5,,,,,,,,,,,,
tx-1049,1555,2,,,,,,,,,,,,
tx-1049,2092,8,,,,,,,,,,,,
tx-1049,1373,7,,,,,,,,,,,,
tx-1050,1859,1,,,,,,,,,,,,
tx-1050,1246,4,,,,,,,,,,,,
tx-1050,2307,2,,,,,,,,,,,,
tx-1050,254,4,,,,,,,,,,,,
tx-1050,2142,5,,,,,,,,,,,,
tx-1050,1183,4,,,,,,,,,,,,
tx-1050,2966,2,,,,,,,,,,,,
tx-1050,727,5,,,,,,,,,,,,
tx-1050,1488,2,,,,,,,,,,,,
tx-1050,1679,5,,,,,,,,,,,,
tx-1051,406,7,,,,,,,,,,,,
tx-1051,2734,4,,,,,,,,,,,,
tx-1051,342,4,,,,,,,,,,,,
tx-1051,591,6,,,,,,,,,,,,
tx-1051,2971,2,,,,,,,,,,,,
tx-1051,2688,7,,,,,,,,,,,,
tx-1051,821,3,,,,,,,,,,,,
tx-1051,2151,9,,,,,,,,,,,,
tx-1051,800,1,,,,,,,,,,,,
tx-1051,202,3,,,,,,,,,,,,
tx-1052,367,5,,,,,,,,,,,,
tx-1052,34,7,,,,,,,,,,,,
tx-1052,757,3,,,,,,,,,,,,
tx-1052,1891,1,,,,,,,,,,,,
tx-1052,2324,5,,,,,,,,,,,,
tx-1052,1156,4,,,,,,,,,,,,
tx-1052,963,2,,,,,,,,,,,,
tx-1052,373,3,,,,,,,,,,,,
tx-1052,2921,2,,,,,,,,,,,,
tx-1052,2665,6,,,,,,,,,,,,
tx-1053,935,1,,,,,,,,,,,,
tx-1053,2679,9,,,,,,,,,,,,
tx-1053,1233,9,,,,,,,,,,,,
tx-1053,1235,3,,,,,,,,,,,,
tx-1053,2129,9,,,,,,,,,,,,
tx-1053,1317,4,,,,,,,,,,,,
tx-1053,1819,9,,,,,,,,,,,,
tx-1053,829,2,,,,,,,,,,,,
tx-1053,2357,2,,,,,,,,,,,,
tx-1053,513,7,,,,,,,,,,,,
tx-1054,712,7,,,,,,,,,,,,
tx-1054,1068,3,,,,,,,,,,,,
tx-1054,2386,5,,,,,,,,,,,,
tx-1054,1019,3,,,,,,,,,,,,
tx-1054,1845,8,,,,,,,,,,,,
tx-1054,2059,5,,,,,,,,,,,,
tx-1054,2701,8,,,,,,,,,,,,
tx-1054,274,1,,,,,,,,,,,,
tx-1054,497,7,,,,,,,,,,,,
tx-1054,1753,5,,,,,,,,,,,,
tx-1055,2818,1,,,,,,,,,,,,
tx-1055,729,8,,,,,,,,,,,,
tx-1055,31,8,,,,,,,,,,,,
tx-1055,882,2,,,,,,,,,,,,
tx-1055,227,2,,,,,,,,,,,,
tx-1055,33,7,,,,,,,,,,,,
tx-1055,2288,2,,,,,,,,,,,,
tx-1055,892,2,,,,,,,,,,,,
tx-1055,2657,4,,,,,,,,,,,,
tx-1055,2627,4,,,,,,,,,,,,
tx-1056,1194,7,,,,,,,,,,,,
tx-1056,1336,9,,,,,,,,,,,,
tx-1056,1820,9,,,,,,,,,,,,
tx-1056,2606,8,,,,,,,,,,,,
tx-1056,2610,4,,,,,,,,,,,,
tx-1056,2884,2,,,,,,,,,,,,
tx-1056,1621,6,,,,,,,,,,,,
tx-1056,1539,8,,,,,,,,,,,,
tx-1056,1068,6,,,,,,,,,,,,
tx-1056,2944,7,,,,,,,,,,,,
tx-1057,777,7,,,,,,,,,,,,
tx-1057,627,8,,,,,,,,,,,,
tx-1057,2105,8,,,,,,,,,,,,
tx-1057,2957,8,,,,,,,,,,,,
tx-1057,2872,7,,,,,,,,,,,,
tx-1057,2798,6,,,,,,,,,,,,
tx-1057,1124,7,,,,,,,,,,,,
tx-1057,1941,8,,,,,,,,,,,,
tx-1057,2106,3,,,,,,,,,,,,
tx-1057,1631,3,,,,,,,,,,,,
tx-1058,1380,5,,,,,,,,,,,,
tx-1058,827,4,,,,,,,,,,,,
tx-1058,2954,2,,,,,,,,,,,,
tx-1058,2442,9,,,,,,,,,,,,
tx-1058,1849,2,,,,,,,,,,,,
tx-1058,2174,1,,,,,,,,,,,,
tx-1058,2136,1,,,,,,,,,,,,
tx-1058,2513,9,,,,,,,,,,,,
tx-1058,1543,2,,,,,,,,,,,,
tx-1058,715,2,,,,,,,,,,,,
tx-1059,2540,9,,,,,,,,,,,,
tx-1059,1301,8,,,,,,,,,,,,
tx-1059,95,8,,,,,,,,,,,,
tx-1059,995,1,,,,,,,,,,,,
tx-1059,1789,5,,,,,,,,,,,,
tx-1059,2358,5,,,,,,,,,,,,
tx-1059,122,8,,,,,,,,,,,,
tx-1059,319,5,,,,,,,,,,,,
tx-1059,2488,3,,,,,,,,,,,,
tx-1059,1405,8,,,,,,,,,,,,
tx-1060,1193,4,,,,,,,,,,,,
tx-1060,1188,6,,,,,,,,,,,,
tx-1060,1886,3,,,,,,,,,,,,
tx-1060,1982,1,,,,,,,,,,,,
tx-1060,704,6,,,,,,,,,,,,
tx-1060,2915,9,,,,,,,,,,,,
tx-1060,48,3,,,,,,,,,,,,
tx-1060,86,4,,,,,,,,,,,,
tx-1060,2120,4,,,,,,,,,,,,
tx-1060,706,2,,,,,,,,,,,,
tx-1061,939,7,,,,,,,,,,,,
tx-1061,737,8,,,,,,,,,,,,
tx-1061,1679,4,,,,,,,,,,,,
tx-1061,1912,9,,,,,,,,,,,,
tx-1061,429,9,,,,,,,,,,,,
tx-1061,938,1,,,,,,,,,,,,
tx-1061,989,3,,,,,,,,,,,,
tx-1061,1578,1,,,,,,,,,,,,
tx-1061,1829,7,,,,,,,,,,,,
tx-1061,786,4,,,,,,,,,,,,
tx-1062,1312,6,,,,,,,,,,,,
tx-1062,1745,7,,,,,,,,,,,,
tx-1062,588,1,,,,,,,,,,,,
tx-1062,2149,1,,,,,,,,,,,,
tx-1062,2792,6,,,,,,,,,,,,
